"","Name","classId","MeshClass"
"2424","Aminophylline","D058915","Purinergic P1 Receptor Antagonists"
"2425","quetiapine","D014150","Antipsychotic Agents"
"2426","Enoxaparin","D000925","Anticoagulants"
"2427","Enoxaparin","D005343","Fibrinolytic Agents"
"2428","mivacurium","D003473","Neuromuscular Nondepolarizing Agents"
"2429","Levomethadyl","D000701","Analgesics, Opioid"
"2430","Levomethadyl","D009294","Narcotics"
"2431","Levomethadyl","N0000000600","Bradycardia"
"2432","Levomethadyl","N0000000999","Drug Hypersensitivity"
"2433","Levomethadyl","N0000001432","Heart Diseases"
"2434","Levomethadyl","N0000001638","Hypokalemia"
"2435","Levomethadyl","N0000001921","Magnesium Deficiency"
"2436","Levomethadyl","N0000002109","Opioid-Related Disorders"
"2437","Levomethadyl","N0000002278","Pain"
"2438","Levomethadyl","N0000001691","Sleep Initiation and Maintenance Disorders"
"2439","Levomethadyl","N0000000184","Monoamine Oxidase Inhibitors"
"2440","Levomethadyl","N0000000174","Opioid Agonists"
"2441","Levomethadyl","N0000008768","Decreased Organized Electrical Activity"
"2442","Encainide","D000889","Anti-Arrhythmia Agents"
"2443","Encainide","D061567","Voltage-Gated Sodium Channel Blockers"
"2444","Paclitaxel","D000972","Antineoplastic Agents, Phytogenic"
"2445","Paclitaxel","D050257","Tubulin Modulators"
"2446","diphenidol","D000932","Antiemetics"
"2447","Saquinavir","D017320","HIV Protease Inhibitors"
"2448","Metoclopramide","D000932","Antiemetics"
"2449","Metoclopramide","D018492","Dopamine Antagonists"
"2450","Dexamethasone","D000893","Anti-Inflammatory Agents"
"2451","Dexamethasone","D000932","Antiemetics"
"2452","Dexamethasone","D005938","Glucocorticoids"
"2453","Dexamethasone","D018931","Antineoplastic Agents, Hormonal"
"2454","sevoflurane","D010975","Platelet Aggregation Inhibitors"
"2455","sevoflurane","D018685","Anesthetics, Inhalation"
"2456","aripiprazole","D014150","Antipsychotic Agents"
"2457","Chlorprothixene","D014150","Antipsychotic Agents"
"2458","Chlorprothixene","D018492","Dopamine Antagonists"
"2459","Epoprostenol","D000959","Antihypertensive Agents"
"2460","Epoprostenol","D010975","Platelet Aggregation Inhibitors"
"2461","Gemfibrozil","D000960","Hypolipidemic Agents"
"2462","Clomipramine","D000929","Antidepressive Agents, Tricyclic"
"2463","Clomipramine","D017367","Serotonin Uptake Inhibitors"
"2464","chloroxine","D000900","Anti-Bacterial Agents"
"2465","chloroxine","D000935","Antifungal Agents"
"2466","Bepridil","D000889","Anti-Arrhythmia Agents"
"2467","Bepridil","D000959","Antihypertensive Agents"
"2468","Bepridil","D002121","Calcium Channel Blockers"
"2469","Bepridil","D014665","Vasodilator Agents"
"2470","Isocarboxazid","D000928","Antidepressive Agents"
"2471","Isocarboxazid","D008996","Monoamine Oxidase Inhibitors"
"2472","docetaxel","D000970","Antineoplastic Agents"
"2473","docetaxel","D050257","Tubulin Modulators"
"2474","iodixanol","D003287","Contrast Media"
"2475","olsalazine","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"2476","olsalazine","D005765","Gastrointestinal Agents"
"2477","gliquidone","D007004","Hypoglycemic Agents"
"2478","Ergonovine","D010120","Oxytocics"
"2479","dasatinib","D047428","Protein Kinase Inhibitors"
"2480","lapatinib","D000970","Antineoplastic Agents"
"2481","lapatinib","D047428","Protein Kinase Inhibitors"
"2482","Desonide","D000893","Anti-Inflammatory Agents"
"2483","sitagliptin","D007004","Hypoglycemic Agents"
"2484","sitagliptin","D054795","Incretins"
"2485","sitagliptin","D054873","Dipeptidyl-Peptidase IV Inhibitors"
"2486","decitabine","D000964","Antimetabolites, Antineoplastic"
"2487","decitabine","D004791","Enzyme Inhibitors"
"2488","posaconazole","D000935","Antifungal Agents"
"2489","posaconazole","D014344","Trypanocidal Agents"
"2490","posaconazole","D058888","14-alpha Demethylase Inhibitors"
"2491","darunavir","D017320","HIV Protease Inhibitors"
"2492","telbivudine","D000998","Antiviral Agents"
"2493","telbivudine","D019384","Nucleic Acid Synthesis Inhibitors"
"2494","paliperidone","D014150","Antipsychotic Agents"
"2495","sunitinib","D000970","Antineoplastic Agents"
"2496","sunitinib","D020533","Angiogenesis Inhibitors"
"2497","varenicline","D018722","Nicotinic Agonists"
"2498","arformoterol","D001993","Bronchodilator Agents"
"2499","arformoterol","D058666","Adrenergic beta-2 Receptor Agonists"
"2500","Hydralazine","D000959","Antihypertensive Agents"
"2501","Hydralazine","D014665","Vasodilator Agents"
"2502","exenatide","D007004","Hypoglycemic Agents"
"2503","exenatide","D054795","Incretins"
"2504","Pramlintide","D007004","Hypoglycemic Agents"
"2505","abatacept","D007166","Immunosuppressive Agents"
"2506","abatacept","D018501","Antirheumatic Agents"
"2507","Cosyntropin","D006728","Hormones"
"2508","Corticotropin","D006728","Hormones"
"2509","Fenoterol","D001993","Bronchodilator Agents"
"2510","Fenoterol","D013566","Sympathomimetics"
"2511","Fenoterol","D015149","Tocolytic Agents"
"2512","Fenoterol","D058666","Adrenergic beta-2 Receptor Agonists"
"2513","pirbuterol","D001993","Bronchodilator Agents"
"2514","pirbuterol","D002316","Cardiotonic Agents"
"2515","pirbuterol","D058666","Adrenergic beta-2 Receptor Agonists"
"2516","Bismuth","D000863","Antacids"
"2517","Bismuth","N0000000524","Bacterial Infections"
"2518","Bismuth","N0000000575","Blood Coagulation Disorders"
"2519","Bismuth","N0000000999","Drug Hypersensitivity"
"2520","Bismuth","N0000001018","Dysentery, Bacillary"
"2521","Bismuth","N0000001154","Escherichia coli Infections"
"2522","Bismuth","N0000001482","Gastrointestinal Hemorrhage"
"2523","Bismuth","N0000003419","Helicobacter Infections"
"2524","Bismuth","N0000010245","Pregnancy Third Trimester"
"2525","Bismuth","N0000003128","Virus Diseases"
"2526","Bismuth","N0000007888","Bismuth"
"2527","Bismuth","N0000007058","bismuth subsalicylate"
"2528","Bismuth","N0000000226","Acid-Base Activity"
"2529","Bismuth","N0000009022","Digestive/GI System Activity Alteration"
"2530","Practolol","D000889","Anti-Arrhythmia Agents"
"2531","Practolol","D058671","Adrenergic beta-1 Receptor Antagonists"
"2532","Sulfadoxine","D000890","Anti-Infective Agents"
"2533","Sulfadoxine","D000892","Anti-Infective Agents, Urinary"
"2534","Sulfadoxine","D000962","Antimalarials"
"2535","Rolitetracycline","D000900","Anti-Bacterial Agents"
"2536","oxtriphylline","D001993","Bronchodilator Agents"
"2537","Insulin","D007004","Hypoglycemic Agents"
"2538","Insulin","N0000000952","Diabetes Mellitus, Type 1"
"2539","Insulin","N0000000954","Diabetes Mellitus, Type 2"
"2540","Insulin","N0000000999","Drug Hypersensitivity"
"2541","Insulin","N0000001586","Hyperglycemia"
"2542","Insulin","N0000004931","Insulin"
"2543","Insulin","N0000000225","Insulin Receptor Agonists"
"2544","Insulin","N0000008651","Decreased Glycogenolysis"
"2545","Insulin","N0000008688","Decreased Lipolysis"
"2546","Insulin","N0000009341","Increased Glucose Transport into Cells"
"2547","Insulin","N0000009344","Increased Glycogenesis"
"2548","Insulin","N0000009379","Increased Lipogenesis"
"2549","Insulin","N0000009533","Increased Protein Synthesis"
"2550","Insulin","D007004","Hypoglycemic Agents"
"2551","Insulin","N0000000952","Diabetes Mellitus, Type 1"
"2552","Insulin","N0000000954","Diabetes Mellitus, Type 2"
"2553","Insulin","N0000000999","Drug Hypersensitivity"
"2554","Insulin","N0000001586","Hyperglycemia"
"2555","Insulin","N0000004931","Insulin"
"2556","Insulin","N0000000225","Insulin Receptor Agonists"
"2557","Insulin","N0000008651","Decreased Glycogenolysis"
"2558","Insulin","N0000008688","Decreased Lipolysis"
"2559","Insulin","N0000009341","Increased Glucose Transport into Cells"
"2560","Insulin","N0000009344","Increased Glycogenesis"
"2561","Insulin","N0000009379","Increased Lipogenesis"
"2562","Insulin","N0000009533","Increased Protein Synthesis"
"2563","Insulin","D007004","Hypoglycemic Agents"
"2564","Insulin","N0000000952","Diabetes Mellitus, Type 1"
"2565","Insulin","N0000000954","Diabetes Mellitus, Type 2"
"2566","Insulin","N0000000999","Drug Hypersensitivity"
"2567","Insulin","N0000001586","Hyperglycemia"
"2568","Insulin","N0000004931","Insulin"
"2569","Insulin","N0000000225","Insulin Receptor Agonists"
"2570","Insulin","N0000008651","Decreased Glycogenolysis"
"2571","Insulin","N0000008688","Decreased Lipolysis"
"2572","Insulin","N0000009341","Increased Glucose Transport into Cells"
"2573","Insulin","N0000009344","Increased Glycogenesis"
"2574","Insulin","N0000009379","Increased Lipogenesis"
"2575","Insulin","N0000009533","Increased Protein Synthesis"
"2576","fosamprenavir","D017320","HIV Protease Inhibitors"
"2577","fosamprenavir","D019380","Anti-HIV Agents"
"2578","fosphenytoin","D000927","Anticonvulsants"
"2579","Josamycin","D000900","Anti-Bacterial Agents"
"2580","Polythiazide","D000959","Antihypertensive Agents"
"2581","Polythiazide","D004232","Diuretics"
"2582","Polythiazide","D049993","Sodium Chloride Symporter Inhibitors"
"2583","quinethazone","D049993","Sodium Chloride Symporter Inhibitors"
"2584","Cefamandole","D000900","Anti-Bacterial Agents"
"2585","Cefazolin","D000900","Anti-Bacterial Agents"
"2586","Cefonicid","D000900","Anti-Bacterial Agents"
"2587","Cefoperazone","D000900","Anti-Bacterial Agents"
"2588","Cefotetan","D000900","Anti-Bacterial Agents"
"2589","Cefoxitin","D000900","Anti-Bacterial Agents"
"2590","Ceftizoxime","D000900","Anti-Bacterial Agents"
"2591","metocurine","D003473","Neuromuscular Nondepolarizing Agents"
"2592","Pancuronium","D003473","Neuromuscular Nondepolarizing Agents"
"2593","Pancuronium","D018733","Nicotinic Antagonists"
"2594","Pipecuronium","D003473","Neuromuscular Nondepolarizing Agents"
"2595","Pipecuronium","D018733","Nicotinic Antagonists"
"2596","Vecuronium","D003473","Neuromuscular Nondepolarizing Agents"
"2597","Vecuronium","D018733","Nicotinic Antagonists"
"2598","Cilazapril","D000806","Angiotensin-Converting Enzyme Inhibitors"
"2599","Cilazapril","D000959","Antihypertensive Agents"
"2600","Quinidine","D000317","Adrenergic alpha-Antagonists"
"2601","Quinidine","D000889","Anti-Arrhythmia Agents"
"2602","Quinidine","D000962","Antimalarials"
"2603","Quinidine","D004791","Enzyme Inhibitors"
"2604","Quinidine","D018727","Muscarinic Antagonists"
"2605","Quinidine","D061567","Voltage-Gated Sodium Channel Blockers"
"2606","Quinidine","C01BA","Antiarrhythmics, class Ia"
"2607","Quinidine","N0000000507","Atrial Fibrillation"
"2608","Quinidine","N0000000508","Atrial Flutter"
"2609","Quinidine","N0000000999","Drug Hypersensitivity"
"2610","Quinidine","N0000001430","Heart Block"
"2611","Quinidine","N0000003481","Malaria, Falciparum"
"2612","Quinidine","N0000002070","Myasthenia Gravis"
"2613","Quinidine","N0000002556","Purpura, Thrombocytopenic"
"2614","Quinidine","N0000002895","Tachycardia, Supraventricular"
"2615","Quinidine","N0000003541","Tachycardia, Ventricular"
"2616","Quinidine","N0000002932","Thrombocytopenia"
"2617","Quinidine","N0000003849","Ventricular Dysfunction"
"2618","Quinidine","N0000175426","Antiarrhythmic"
"2619","Quinidine","N0000182135","Cytochrome P450 2D6 Inhibitor"
"2620","Quinidine","N0000175426","Antiarrhythmic"
"2621","Quinidine","N0000182135","Cytochrome P450 2D6 Inhibitor"
"2622","Quinidine","N0000006590","Cisapride"
"2623","Quinidine","N0000007728","Quinidine"
"2624","Quinidine","N0000007606","Quinolones"
"2625","Quinidine","N0000007423","Ritonavir"
"2626","Quinidine","N0000004336","amprenavir"
"2627","Quinidine","N0000000140","Calcium Channel Interactions"
"2628","Quinidine","N0000182137","Cytochrome P450 2D6 Inhibitors"
"2629","Quinidine","N0000000211","Potassium Channel Interactions"
"2630","Quinidine","N0000000180","Sodium Channel Interactions"
"2631","Quinidine","N0000182137","Cytochrome P450 2D6 Inhibitors"
"2632","Quinidine","N0000008330","Cardiac Rhythm Alteration"
"2633","spirapril","D000806","Angiotensin-Converting Enzyme Inhibitors"
"2634","spirapril","D000959","Antihypertensive Agents"
"2635","Amobarbital","D006993","Hypnotics and Sedatives"
"2636","Amobarbital","D018757","GABA Modulators"
"2637","Hexobarbital","D006993","Hypnotics and Sedatives"
"2638","Hexobarbital","D018757","GABA Modulators"
"2639","Lithium","D014150","Antipsychotic Agents"
"2640","Lithium","D018692","Antimanic Agents"
"2641","Mestranol","D004967","Estrogens"
"2642","Penbutolol","D000319","Adrenergic beta-Antagonists"
"2643","Penbutolol","D000959","Antihypertensive Agents"
"2644","Troleandomycin","D000900","Anti-Bacterial Agents"
"2645","Iohexol","D003287","Contrast Media"
"2646","Ephedrine","D000697","Central Nervous System Stimulants"
"2647","Ephedrine","D013566","Sympathomimetics"
"2648","Ephedrine","D014662","Vasoconstrictor Agents"
"2649","Ephedrine","D018663","Adrenergic Agents"
"2650","Mephentermine","D013566","Sympathomimetics"
"2651","Mephentermine","D014662","Vasoconstrictor Agents"
"2652","Mephentermine","D058646","Adrenergic alpha-1 Receptor Agonists"
"2653","Procaterol","D001993","Bronchodilator Agents"
"2654","Procaterol","D013566","Sympathomimetics"
"2655","Procaterol","D058666","Adrenergic beta-2 Receptor Agonists"
"2656","rasagiline","D008996","Monoamine Oxidase Inhibitors"
"2657","rasagiline","D018696","Neuroprotective Agents"
"2658","quinupristin","D000900","Anti-Bacterial Agents"
"2659","Magnesium","N0000000999","Drug Hypersensitivity"
"2660","Magnesium","N0000001430","Heart Block"
"2661","Magnesium","N0000001499","Hepatitis"
"2662","Magnesium","N0000003529","Kidney Failure"
"2663","Magnesium","N0000001921","Magnesium Deficiency"
"2664","Magnesium","N0000001921","Magnesium Deficiency"
"2665","Magnesium","N0000006335","Magnesium"
"2666","Magnesium","N0000000226","Acid-Base Activity"
"2667","Magnesium","N0000000220","Electrolyte Activity"
"2668","Magnesium","N0000000163","Enzyme Interactions"
"2669","Magnesium","N0000008337","Cellular Activity Alteration"
"2670","Cortisone","D000893","Anti-Inflammatory Agents"
"2671","Cortisone","H02AB","Glucocorticoids"
"2672","Cortisone","S01BA","Corticosteroids, plain"
"2673","Cortisone","N0000000326","Adrenal Insufficiency"
"2674","Cortisone","N0000000999","Drug Hypersensitivity"
"2675","Cortisone","N0000001681","Infection"
"2676","Cortisone","N0000175576","Corticosteroid"
"2677","Cortisone","N0000175576","Corticosteroid"
"2678","Cortisone","N0000005905","Cortisone"
"2679","Cortisone","N0000175450","Corticosteroid Hormone Receptor Agonists"
"2680","Cortisone","N0000000159","Glucocorticoid Receptor Agonists"
"2681","Cortisone","N0000000134","Lipoxygenase Inhibitors"
"2682","Cortisone","N0000175450","Corticosteroid Hormone Receptor Agonists"
"2683","Cortisone","N0000008327","Carbohydrate Metabolism Alteration"
"2684","Cortisone","N0000009928","Decreased Cellular Migration"
"2685","Cortisone","N0000008645","Decreased Glucocorticoid Secretion"
"2686","Cortisone","N0000008663","Decreased Immunologically Active Molecule Activity"
"2687","Cortisone","N0000008681","Decreased Leukotriene Activity"
"2688","Cortisone","N0000008700","Decreased Lysosomal Function"
"2689","Cortisone","N0000008834","Decreased Prostaglandin Activity"
"2690","Cortisone","N0000008841","Decreased Protein Synthesis"
"2691","Cortisone","N0000009004","Decreased Thromboxane Activity"
"2692","Cortisone","N0000009739","Lipid Metabolism Alteration"
"2693","Paramethasone","D000893","Anti-Inflammatory Agents"
"2694","Paramethasone","D005938","Glucocorticoids"
"2695","Sodium","N0000007201","Sodium"
"2696","yohimbine","D009184","Mydriatics"
"2697","yohimbine","D058669","Adrenergic alpha-2 Receptor Antagonists"
"2698","yohimbine","D064804","Urological Agents"
"2699","Bezafibrate","D000960","Hypolipidemic Agents"
"2700","Colchicine","D006074","Gout Suppressants"
"2701","Colchicine","D050257","Tubulin Modulators"
"2702","drospirenone","D000451","Mineralocorticoid Receptor Antagonists"
"2703","Digitoxin","D000889","Anti-Arrhythmia Agents"
"2704","Digitoxin","D002316","Cardiotonic Agents"
"2705","Digitoxin","D004791","Enzyme Inhibitors"
"2706","Magnesium","N0000000999","Drug Hypersensitivity"
"2707","Magnesium","N0000001430","Heart Block"
"2708","Magnesium","N0000001499","Hepatitis"
"2709","Magnesium","N0000003529","Kidney Failure"
"2710","Magnesium","N0000001921","Magnesium Deficiency"
"2711","Magnesium","N0000001921","Magnesium Deficiency"
"2712","Magnesium","N0000006335","Magnesium"
"2713","Magnesium","N0000000226","Acid-Base Activity"
"2714","Magnesium","N0000000220","Electrolyte Activity"
"2715","Magnesium","N0000000163","Enzyme Interactions"
"2716","Magnesium","N0000008337","Cellular Activity Alteration"
"2717","Salsalate","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"2718","Neostigmine","D002800","Cholinesterase Inhibitors"
"2719","Neostigmine","D010277","Parasympathomimetics"
"2720","Methotrimeprazine","D014150","Antipsychotic Agents"
"2721","Methotrimeprazine","D018492","Dopamine Antagonists"
"2722","Methotrimeprazine","D018712","Analgesics, Non-Narcotic"
"2723","Danazol","D004965","Estrogen Antagonists"
"2724","Clenbuterol","D000318","Adrenergic beta-Agonists"
"2725","Clenbuterol","D001993","Bronchodilator Agents"
"2726","Clenbuterol","D013566","Sympathomimetics"
"2727","bambuterol","D001993","Bronchodilator Agents"
"2728","tiotropium","D001993","Bronchodilator Agents"
"2729","tiotropium","D010276","Parasympatholytics"
"2730","tiotropium","D018680","Cholinergic Antagonists"
"2731","ciclesonide","D005938","Glucocorticoids"
"2732","ciclesonide","D018926","Anti-Allergic Agents"
"2733","Theobromine","D001993","Bronchodilator Agents"
"2734","Theobromine","D014665","Vasodilator Agents"
"2735","cefepime","D000900","Anti-Bacterial Agents"
"2736","ceftibuten","D000900","Anti-Bacterial Agents"
"2737","cefpodoxime","D000900","Anti-Bacterial Agents"
"2738","Acenocoumarol","D000925","Anticoagulants"
"2739","Testosterone","D000728","Androgens"
"2740","Testosterone","G03BA","3-oxoandrosten (4) derivatives"
"2741","Testosterone","N0000000612","Breast Neoplasms"
"2742","Testosterone","N0000003834","Breast Neoplasms, Male"
"2743","Testosterone","N0000000999","Drug Hypersensitivity"
"2744","Testosterone","N0000001434","Heart Failure"
"2745","Testosterone","N0000001636","Hypogonadism"
"2746","Testosterone","N0000003529","Kidney Failure"
"2747","Testosterone","N0000010195","Pregnancy"
"2748","Testosterone","N0000002499","Prostatic Hyperplasia"
"2749","Testosterone","N0000002500","Prostatic Neoplasms"
"2750","Testosterone","N0000002534","Puberty, Delayed"
"2751","Testosterone","N0000175824","Androgen"
"2752","Testosterone","N0000175824","Androgen"
"2753","Testosterone","N0000008241","Androstanes"
"2754","Testosterone","N0000006226","Testosterone"
"2755","Testosterone","N0000008241","Androstanes"
"2756","Testosterone","N0000000146","Androgen Receptor Agonists"
"2757","Testosterone","N0000000146","Androgen Receptor Agonists"
"2758","Testosterone","N0000000146","Androgen Receptor Agonists"
"2759","Testosterone","N0000009864","Stimulate Penile Development"
"2760","Paromomycin","D000563","Amebicides"
"2761","Paromomycin","D000900","Anti-Bacterial Agents"
"2762","nitroxoline","D000892","Anti-Infective Agents, Urinary"
"2763","nitroxoline","D000935","Antifungal Agents"
"2764","alizapride","D000932","Antiemetics"
"2765","Ajmaline","D000889","Anti-Arrhythmia Agents"
"2766","Ajmaline","D061567","Voltage-Gated Sodium Channel Blockers"
"2767","oxybenzone","D013473","Sunscreening Agents"
"2768","Aprindine","D000889","Anti-Arrhythmia Agents"
"2769","Aprindine","D061567","Voltage-Gated Sodium Channel Blockers"
"2770","Almitrine","D019141","Respiratory System Agents"
"2771","Allylestrenol","D011372","Progestins"
"2772","Antipyrine","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"2773","Alfacalcidol","D050071","Bone Density Conservation Agents"
"2774","Glutethimide","D006993","Hypnotics and Sedatives"
"2775","Heroin","D000701","Analgesics, Opioid"
"2776","Heroin","D009294","Narcotics"
"2777","Ethylmorphine","D000701","Analgesics, Opioid"
"2778","Ethylmorphine","D000996","Antitussive Agents"
"2779","Ethylmorphine","D009294","Narcotics"
"2780","fenethylline","D000697","Central Nervous System Stimulants"
"2781","Flunitrazepam","D014151","Anti-Anxiety Agents"
"2782","Flunitrazepam","D018757","GABA Modulators"
"2783","dihydrocodeine","D000701","Analgesics, Opioid"
"2784","Bromazepam","D014151","Anti-Anxiety Agents"
"2785","Bromazepam","D018757","GABA Modulators"
"2786","attapulgite","D000931","Antidotes"
"2787","Kaolin","D000930","Antidiarrheals"
"2788","Dextroamphetamine","D000697","Central Nervous System Stimulants"
"2789","Dextroamphetamine","D018765","Dopamine Uptake Inhibitors"
"2790","Methamphetamine","D000697","Central Nervous System Stimulants"
"2791","Methamphetamine","D013566","Sympathomimetics"
"2792","Methamphetamine","D015259","Dopamine Agents"
"2793","Methamphetamine","D018663","Adrenergic Agents"
"2794","Methamphetamine","D018759","Adrenergic Uptake Inhibitors"
"2795","Methamphetamine","D018765","Dopamine Uptake Inhibitors"
"2796","Metrizamide","D003287","Contrast Media"
"2797","phendimetrazine","D000697","Central Nervous System Stimulants"
"2798","Oxprenolol","D000319","Adrenergic beta-Antagonists"
"2799","Oxprenolol","D000889","Anti-Arrhythmia Agents"
"2800","Oxprenolol","D000959","Antihypertensive Agents"
"2801","Oxprenolol","D013565","Sympatholytics"
"2802","Oxprenolol","D014151","Anti-Anxiety Agents"
"2803","Oxprenolol","D014665","Vasodilator Agents"
"2804","Sulfamerazine","D000900","Anti-Bacterial Agents"
"2805","Sulfamethazine","D000890","Anti-Infective Agents"
"2806","ketazolam","D014151","Anti-Anxiety Agents"
"2807","Prazepam","D014151","Anti-Anxiety Agents"
"2808","Prazepam","D018757","GABA Modulators"
"2809","quazepam","D006993","Hypnotics and Sedatives"
"2810","everolimus","D007166","Immunosuppressive Agents"
"2811","Solifenacin","D018727","Muscarinic Antagonists"
"2812","Solifenacin","D064804","Urological Agents"
"2813","Iron","D014131","Trace Elements"
"2814","Zinc","D014131","Trace Elements"
"2815","Nitrazepam","D000927","Anticonvulsants"
"2816","Nitrazepam","D006993","Hypnotics and Sedatives"
"2817","Nitrazepam","D014151","Anti-Anxiety Agents"
"2818","Nitrazepam","D018757","GABA Modulators"
"2819","Cilastatin","D011480","Protease Inhibitors"
"2820","Imipenem","D000900","Anti-Bacterial Agents"
"2821","Probucol","D000924","Anticholesteremic Agents"
"2822","Probucol","D000975","Antioxidants"
"2823","lopinavir","D017320","HIV Protease Inhibitors"
"2824","lopinavir","D019380","Anti-HIV Agents"
"2825","bacampicillin","D000900","Anti-Bacterial Agents"
"2826","Pivampicillin","D000900","Anti-Bacterial Agents"
"2827","tazobactam","D004791","Enzyme Inhibitors"
"2828","Ticarcillin","D000900","Anti-Bacterial Agents"
"2829","deferasirox","D007502","Iron Chelating Agents"
"2830","valganciclovir","D000998","Antiviral Agents"
"2831","Hydroxychloroquine","D000962","Antimalarials"
"2832","Hydroxychloroquine","D004791","Enzyme Inhibitors"
"2833","Hydroxychloroquine","D018501","Antirheumatic Agents"
"2834","Acepromazine","D014150","Antipsychotic Agents"
"2835","Acepromazine","D018492","Dopamine Antagonists"
"2836","aceprometazine","D014150","Antipsychotic Agents"
"2837","aceprometazine","D018492","Dopamine Antagonists"
"2838","alverine","D010276","Parasympatholytics"
"2839","Molindone","D014150","Antipsychotic Agents"
"2840","phenindamine","D006634","Histamine H1 Antagonists"
"2841","Pheniramine","D000982","Antipruritics"
"2842","Pheniramine","D006634","Histamine H1 Antagonists"
"2843","Pheniramine","D018926","Anti-Allergic Agents"
"2844","Thiothixene","D014150","Antipsychotic Agents"
"2845","Thiothixene","D018492","Dopamine Antagonists"
"2846","Pargyline","D000959","Antihypertensive Agents"
"2847","Pargyline","D008996","Monoamine Oxidase Inhibitors"
"2848","Lincomycin","D000900","Anti-Bacterial Agents"
"2849","Lincomycin","D011500","Protein Synthesis Inhibitors"
"2850","etoricoxib","D052246","Cyclooxygenase 2 Inhibitors"
"2851","dalfopristin","D000900","Anti-Bacterial Agents"
"2852","Vorinostat","D000970","Antineoplastic Agents"
"2853","Vorinostat","D056572","Histone Deacetylase Inhibitors"
"2854","terlipressin","D000959","Antihypertensive Agents"
"2855","terlipressin","D014662","Vasoconstrictor Agents"
"2856","phenol","D000891","Anti-Infective Agents, Local"
"2857","phenol","D004202","Disinfectants"
"2858","phenol","D012597","Sclerosing Solutions"
"2859","Trioxsalen","D017319","Photosensitizing Agents"
"2860","Thiotepa","D018906","Antineoplastic Agents, Alkylating"
"2861","Thiotepa","D019653","Myeloablative Agonists"
"2862","estropipate","D003270","Contraceptive Agents"
"2863","Quinestrol","D004967","Estrogens"
"2864","Fleroxacin","D000890","Anti-Infective Agents"
"2865","Fleroxacin","D059005","Topoisomerase II Inhibitors"
"2866","Iodipamide","D003287","Contrast Media"
"2867","Suramin","D000969","Antinematodal Agents"
"2868","Suramin","D000970","Antineoplastic Agents"
"2869","Suramin","D014344","Trypanocidal Agents"
"2870","bifonazole","D000935","Antifungal Agents"
"2871","Cyclandelate","D014665","Vasodilator Agents"
"2872","Cyproterone","D000726","Androgen Antagonists"
"2873","Cyproterone","G03HA","Antiandrogens, plain"
"2874","Debrisoquin","D000959","Antihypertensive Agents"
"2875","Debrisoquin","D013565","Sympatholytics"
"2876","Debrisoquin","D018663","Adrenergic Agents"
"2877","Flunarizine","D000927","Anticonvulsants"
"2878","Flunarizine","D002121","Calcium Channel Blockers"
"2879","Flunarizine","D006634","Histamine H1 Antagonists"
"2880","Flunarizine","D014665","Vasodilator Agents"
"2881","Fluspirilene","D014150","Antipsychotic Agents"
"2882","Fluspirilene","D018492","Dopamine Antagonists"
"2883","Tetrabenazine","D018759","Adrenergic Uptake Inhibitors"
"2884","nebivolol","D000959","Antihypertensive Agents"
"2885","nebivolol","D014665","Vasodilator Agents"
"2886","nebivolol","D058671","Adrenergic beta-1 Receptor Antagonists"
"2887","vildagliptin","D054873","Dipeptidyl-Peptidase IV Inhibitors"
"2888","Enoximone","D002316","Cardiotonic Agents"
"2889","Enoximone","D014665","Vasodilator Agents"
"2890","Enoximone","D058987","Phosphodiesterase 3 Inhibitors"
"2891","milnacipran","D000928","Antidepressive Agents"
"2892","milnacipran","D017367","Serotonin Uptake Inhibitors"
"2893","milnacipran","D018759","Adrenergic Uptake Inhibitors"
"2894","Nesiritide","D045283","Natriuretic Agents"
"2895","thymalfasin","D000276","Adjuvants, Immunologic"
"2896","thymalfasin","D000970","Antineoplastic Agents"
"2897","clevidipine","D002121","Calcium Channel Blockers"
"2898","Permethrin","D004791","Enzyme Inhibitors"
"2899","defibrotide","D005343","Fibrinolytic Agents"
"2900","defibrotide","D010975","Platelet Aggregation Inhibitors"
"2901","lofexidine","D000959","Antihypertensive Agents"
"2902","lofexidine","D009292","Narcotic Antagonists"
"2903","lofexidine","D058647","Adrenergic alpha-2 Receptor Agonists"
"2904","ezogabine","D000927","Anticonvulsants"
"2905","ezogabine","D049990","Membrane Transport Modulators"
"2906","methsuximide","D000927","Anticonvulsants"
"2907","Glatiramer","N0000000999","Drug Hypersensitivity"
"2908","Glatiramer","N0000004164","Multiple Sclerosis, Relapsing-Remitting"
"2909","Glatiramer","N0000000135","Immunologic Adjuvants"
"2910","Glatiramer","N0000008663","Decreased Immunologically Active Molecule Activity"
"2911","Rotigotine","D018491","Dopamine Agonists"
"2912","mipomersen","D000924","Anticholesteremic Agents"
"2913","Sodium","N0000007201","Sodium"
"2914","sertindole","D014150","Antipsychotic Agents"
"2915","sulfathiazole","D000890","Anti-Infective Agents"
"2916","Mianserin","D000317","Adrenergic alpha-Antagonists"
"2917","Mianserin","D006634","Histamine H1 Antagonists"
"2918","Mianserin","D012702","Serotonin Antagonists"
"2919","Mianserin","D018687","Antidepressive Agents, Second-Generation"
"2920","Teicoplanin","D000900","Anti-Bacterial Agents"
"2921","Sulfadimethoxine","D000890","Anti-Infective Agents"
